"alpha1","alpha2","alpha3"
2.97891189657996,-0.381966011250105,3.80422606518061
2.9784678431353,-0.263750894630643,3.71910594355301
2.9779371095294,-0.148441416869854,3.61930820986408
2.97731672560355,-0.03649265179657,3.50522672017545
2.97660326537701,0.0716535899579929,3.37731170200806
2.9757928475572,0.175570504584946,3.23606797749979
2.97488113613642,0.274847979497379,3.08205297110316
2.97386334108203,0.369094211857377,2.91587450968565
2.97273421912797,0.457937254842823,2.73818842371475
2.97148807467601,0.541026485551579,2.54969595899476
2.97011876081619,0.618033988749895,2.35114100916989
2.96861968047658,0.68865585100403,2.14330717991599
2.96698378771336,0.752613360087727,1.92701469640686
2.96520358915294,0.809654104932039,1.70311716626029
2.9632711455986,0.859552971776503,1.47249821073871
2.96117807381517,0.902113032590307,1.23606797749979
2.95891554850561,0.937166322257262,0.99475954865942
2.95647430449454,0.964574501457377,0.7495252583429
2.9538446391343,0.984229402628956,0.501332934257218
2.95101641494983,0.996053456856543,0.251162078117254
2.9479790625397,1,2.44929359829471e-16
2.94472158375094,0.996053456856543,-0.251162078117254
2.94123255514637,0.984229402628956,-0.501332934257217
2.93750013178371,0.964574501457377,-0.749525258342899
2.93351205132634,0.937166322257262,-0.994759548659419
2.92925563850656,0.902113032590307,-1.23606797749979
2.92471780996241,0.859552971776503,-1.47249821073871
2.92554170589922,-2.75261336008773,-1.92701469640686
2.93034560644032,-2.80965410493204,-1.70311716626029
2.93485057010204,-2.8595529717765,-1.47249821073871
2.93907054676776,-2.90211303259031,-1.23606797749979
2.94301908450579,-2.93716632225726,-0.994759548659419
2.9467093241545,-2.96457450145738,-0.749525258342899
2.95015399431897,-2.98422940262896,-0.501332934257217
2.95336540675643,-2.99605345685654,-0.251162078117254
2.95635545212857,-3,2.44929359829471e-16
2.95913559609911,-2.99605345685654,0.251162078117254
2.96171687575593,-2.98422940262896,0.501332934257218
2.96410989633775,-2.96457450145738,0.7495252583429
2.9663248282458,-2.93716632225726,0.994759548659419
2.96837140432203,-2.90211303259031,1.23606797749979
2.97025891737571,-2.8595529717765,1.47249821073871
2.97199621794142,-2.80965410493204,1.70311716626029
2.97359171225179,-2.75261336008773,1.92701469640686
2.97505336040943,-2.68865585100403,2.14330717991599
2.97638867474311,-2.61803398874989,2.35114100916989
2.97760471833393,-2.54102648555158,2.54969595899476
2.97870810369828,-2.45793725484282,2.73818842371475
2.97970499161489,-2.36909421185738,2.91587450968565
2.98060109008418,-2.27484797949738,3.08205297110316
2.98140165340902,-2.17557050458495,3.23606797749979
2.98211148138663,-2.07165358995799,3.37731170200806
2.98273491860218,-1.96350734820343,3.50522672017545
