"alpha1","alpha2","alpha3","beta1","beta2","beta3"
2.94819509610711,-2.36909421185738,2.91587450968565,-1.94834414499055,0.457937254842823,1.81834975484282
2.94962909034533,-2.27484797949738,3.08205297110316,-1.94834414499055,0.541026485551579,1.87223898555158
2.95092095901337,-2.17557050458495,3.23606797749979,-1.94834414499055,0.618033988749895,1.92084648874989
2.95207544957881,-2.07165358995799,3.37731170200806,-1.94834414499055,0.68865585100403,1.96386835100403
2.95309686041751,-1.96350734820343,3.50522672017545,-1.94834414499055,0.752613360087727,2.00102586008773
2.95398903985996,-1.85155858313015,3.61930820986408,-1.94834414499055,0.809654104932039,2.03206660493204
2.95475538535858,-1.73624910536936,3.71910594355301,-1.94834414499055,0.859552971776503,2.0567654717765
2.95539884276928,-1.61803398874989,3.80422606518061,-1.94834414499055,0.902113032590307,2.07492553259031
2.95592190574106,-1.49737977432971,3.87433264451452,-1.94834414499055,0.937166322257262,2.08637882225726
2.95632661520846,-1.37476262917145,3.92914900291475,-1.94834414499055,0.964574501457377,2.09098700145738
2.95661455898241,-1.25066646712861,3.96845880525791,-1.94834414499055,0.984229402628956,2.08864190262896
2.95678687143573,-1.12558103905863,3.99210691371309,-1.94834414499055,0.996053456856543,2.07926595685654
2.95684423328059,-1,4,-1.94834414499055,1,2.0628125
2.95678687143573,-0.874418960941373,3.99210691371309,-1.94834414499055,0.996053456856543,2.03926595685654
2.95661455898241,-0.749333532871391,3.96845880525791,-1.94834414499055,0.984229402628956,2.00864190262896
2.95632661520846,-0.62523737082855,3.92914900291475,-1.94834414499055,0.964574501457377,1.97098700145738
2.95592190574106,-0.50262022567029,3.87433264451452,-1.94834414499055,0.937166322257262,1.92637882225726
2.95539884276928,-0.381966011250105,3.80422606518061,-1.94834414499055,0.902113032590307,1.87492553259031
2.95475538535858,-0.263750894630643,3.71910594355301,-1.94834414499055,0.859552971776503,1.8167654717765
2.95398903985996,-0.148441416869854,3.61930820986408,-1.94834414499055,0.809654104932039,1.75206660493204
2.95309686041751,-0.03649265179657,3.50522672017545,-1.94834414499055,0.752613360087727,1.68102586008773
2.95207544957881,0.0716535899579929,3.37731170200806,-1.94834414499055,0.68865585100403,1.60386835100403
2.95092095901337,0.175570504584946,3.23606797749979,-1.94834414499055,0.618033988749895,1.52084648874989
2.94962909034533,0.274847979497379,3.08205297110316,-1.94834414499055,0.541026485551579,1.43223898555158
2.94819509610711,0.369094211857377,2.91587450968565,-1.94834414499055,0.457937254842823,1.33834975484282
2.94661378082192,0.457937254842823,2.73818842371475,-1.94834414499055,0.369094211857377,1.23950671185738
2.94487950222334,0.541026485551579,2.54969595899476,-1.94834414499055,0.274847979497379,1.13606047949738
2.94298617262143,0.618033988749895,2.35114100916989,-1.94834414499055,0.175570504584946,1.02838300458495
2.94092726042541,0.68865585100403,2.14330717991599,-1.94834414499055,0.0716535899579933,0.916866089957993
2.93869579183359,0.752613360087727,1.92701469640686,-1.94834414499055,-0.0364926517965696,0.80191984820343
2.93628435270238,0.809654104932039,1.70311716626029,-1.94834414499055,-0.148441416869855,0.683971083130145
2.9336850906066,0.859552971776503,1.47249821073871,-1.94834414499055,-0.263750894630645,0.563461605369355
2.93088971710438,0.902113032590307,1.23606797749979,-1.94834414499055,-0.381966011250106,0.440846488749894
2.92788951022041,0.937166322257262,0.99475954865942,-1.94834414499055,-0.50262022567029,0.31659227432971
2.92467531716233,0.964574501457377,0.7495252583429,-1.94834414499055,-0.62523737082855,0.19117512917145
2.92295157630277,-2.99605345685654,-0.251162078117254,-2.25033320889138,-1.12558103905863,0.671268960941373
2.92679942197867,-3,2.44929359829471e-16,-2.25033320889138,-1,0.75645
2.93040465360043,-2.99605345685654,0.251162078117254,-2.25033320889138,-0.874418960941373,0.842431039058627
2.93377817325835,-2.98422940262896,0.501332934257218,-2.25033320889138,-0.749333532871391,0.928716467128609
2.93693046154059,-2.96457450145738,0.7495252583429,-2.25033320889138,-0.62523737082855,1.01481262917145
2.93987157394717,-2.93716632225726,0.994759548659419,-2.25033320889138,-0.502620225670291,1.10022977432971
2.94261113759419,-2.90211303259031,1.23606797749979,-2.25033320889138,-0.381966011250105,1.1844839887499
2.94515834819059,-2.8595529717765,1.47249821073871,-2.25033320889138,-0.263750894630644,1.26709910536936
2.94752196727055,-2.80965410493204,1.70311716626029,-2.25033320889138,-0.148441416869855,1.34760858313015
2.94971031966514,-2.75261336008773,1.92701469640686,-2.25033320889138,-0.0364926517965692,1.42555734820343
2.95173129119794,-2.68865585100403,2.14330717991599,-2.25033320889138,0.0716535899579935,1.50050358995799
2.95359232658974,-2.61803398874989,2.35114100916989,-2.25033320889138,0.175570504584947,1.57202050458495
2.95530042755845,-2.54102648555158,2.54969595899476,-2.25033320889138,0.274847979497379,1.63969797949738
2.95686215110087,-2.45793725484282,2.73818842371475,-2.25033320889138,0.369094211857377,1.70314421185738
2.95828360794401,-2.36909421185738,2.91587450968565,-2.25033320889138,0.457937254842823,1.76198725484282
2.95957046115415,-2.27484797949738,3.08205297110316,-2.25033320889138,0.541026485551579,1.81587648555158
2.96072792489297,-2.17557050458495,3.23606797749979,-2.25033320889138,0.618033988749895,1.86448398874989
2.96176076331034,-2.07165358995799,3.37731170200806,-2.25033320889138,0.68865585100403,1.90750585100403
2.96267328956476,-1.96350734820343,3.50522672017545,-2.25033320889138,0.752613360087727,1.94466336008773
2.96346936496279,-1.85155858313015,3.61930820986408,-2.25033320889138,0.809654104932039,1.97570410493204
2.96415239820979,-1.73624910536936,3.71910594355301,-2.25033320889138,0.859552971776503,2.0004029717765
