"uu","vv"
0.89,0.42
0.89,0.44
0.89,0.46
0.89,0.48
0.89,0.5
0.89,0.52
0.89,0.54
0.89,0.56
0.89,0.58
0.89,0.6
0.89,0.62
0.89,0.64
0.89,0.66
0.89,0.68
0.89,0.7
0.89,0.72
0.89,0.74
0.89,0.76
0.89,0.78
0.89,0.8
0.89,0.82
0.89,0.84
0.89,0.86
0.89,0.88
0.935,-0.9
0.935,-0.88
0.935,-0.86
0.935,-0.84
0.935,-0.82
0.935,-0.8
0.935,-0.78
0.935,-0.76
0.935,-0.74
0.935,-0.72
0.935,-0.7
0.935,-0.68
0.935,-0.66
0.935,-0.64
0.935,-0.62
0.935,-0.6
0.935,-0.58
0.935,-0.56
0.935,-0.54
0.935,-0.52
0.935,-0.5
0.935,-0.48
0.935,-0.46
0.935,-0.44
0.935,-0.42
0.935,-0.4
0.935,-0.38
0.935,-0.36
0.935,-0.34
0.935,-0.32
0.935,-0.3
0.935,-0.28
0.935,-0.26
0.935,-0.24
0.935,-0.22
0.935,-0.2
0.935,-0.18
0.935,-0.16
0.935,-0.14
0.935,-0.12
0.935,-0.1
0.935,0.1
0.935,0.12
0.935,0.14
0.935,0.16
0.935,0.18
0.935,0.2
0.935,0.22
0.935,0.24
0.935,0.26
0.935,0.28
0.935,0.3
0.935,0.32
0.935,0.34
0.935,0.36
0.935,0.38
0.935,0.4
0.935,0.42
0.935,0.44
0.935,0.46
0.935,0.48
0.935,0.5
0.935,0.52
0.935,0.54
0.935,0.56
0.935,0.58
0.935,0.6
0.935,0.62
0.935,0.64
0.935,0.66
0.935,0.68
0.935,0.7
0.935,0.72
0.935,0.74
0.935,0.76
0.935,0.78
0.935,0.8
0.935,0.82
0.935,0.84
0.935,0.86
0.935,0.88
0.98,-0.9
0.98,-0.88
0.98,-0.86
0.98,-0.84
0.98,-0.82
0.98,-0.8
0.98,-0.78
0.98,-0.76
0.98,-0.74
0.98,-0.72
0.98,-0.7
0.98,-0.68
0.98,-0.66
0.98,-0.64
0.98,-0.62
0.98,-0.6
0.98,-0.58
0.98,-0.56
0.98,-0.54
0.98,-0.52
0.98,-0.5
0.98,-0.48
0.98,-0.46
0.98,-0.44
0.98,-0.42
0.98,-0.4
0.98,-0.38
0.98,-0.36
0.98,-0.34
0.98,-0.32
0.98,-0.3
0.98,-0.28
0.98,-0.26
0.98,-0.24
0.98,-0.22
0.98,-0.2
0.98,-0.18
0.98,-0.16
0.98,-0.14
0.98,-0.12
0.98,-0.1
0.98,0.1
0.98,0.12
0.98,0.14
0.98,0.16
0.98,0.18
0.98,0.2
0.98,0.22
0.98,0.24
0.98,0.26
0.98,0.28
0.98,0.3
0.98,0.32
0.98,0.34
0.98,0.36
0.98,0.38
0.98,0.4
0.98,0.42
0.98,0.44
0.98,0.46
0.98,0.48
0.98,0.5
0.98,0.52
0.98,0.54
0.98,0.56
0.98,0.58
0.98,0.6
0.98,0.62
0.98,0.64
0.98,0.66
0.98,0.68
0.98,0.7
0.98,0.72
0.98,0.74
0.98,0.76
0.98,0.78
0.98,0.8
0.98,0.82
0.98,0.84
0.98,0.86
0.98,0.88
1.025,-0.9
1.025,-0.88
1.025,-0.86
1.025,-0.84
1.025,-0.82
1.025,-0.8
1.025,-0.78
1.025,-0.76
1.025,-0.74
1.025,-0.72
1.025,-0.7
1.025,-0.68
1.025,-0.66
1.025,-0.64
1.025,-0.62
1.025,-0.6
1.025,-0.58
1.025,-0.56
1.025,-0.54
1.025,-0.52
1.025,-0.5
1.025,-0.48
1.025,-0.46
1.025,-0.44
1.025,-0.42
1.025,-0.4
1.025,-0.38
1.025,-0.36
1.025,-0.34
1.025,-0.32
1.025,-0.3
1.025,-0.28
1.025,-0.26
1.025,-0.24
1.025,-0.22
1.025,-0.2
1.025,-0.18
1.025,-0.16
1.025,-0.14
1.025,-0.12
1.025,-0.1
1.025,0.1
1.025,0.12
1.025,0.14
1.025,0.16
1.025,0.18
1.025,0.2
1.025,0.22
1.025,0.24
1.025,0.26
1.025,0.28
1.025,0.3
1.025,0.32
1.025,0.34
1.025,0.36
1.025,0.38
1.025,0.4
1.025,0.42
1.025,0.44
1.025,0.46
1.025,0.48
1.025,0.5
1.025,0.52
1.025,0.54
1.025,0.56
1.025,0.58
1.025,0.6
1.025,0.62
1.025,0.64
1.025,0.66
1.025,0.68
1.025,0.7
1.025,0.72
1.025,0.74
1.025,0.76
1.025,0.78
1.025,0.8
1.025,0.82
1.025,0.84
1.025,0.86
1.025,0.88
1.07,-0.9
1.07,-0.88
1.07,-0.86
1.07,-0.84
1.07,-0.82
1.07,-0.8
1.07,-0.78
1.07,-0.76
1.07,-0.74
1.07,-0.72
1.07,-0.7
1.07,-0.68
1.07,-0.66
1.07,-0.64
1.07,-0.62
1.07,-0.6
1.07,-0.58
1.07,-0.56
1.07,-0.54
1.07,-0.52
1.07,-0.5
1.07,-0.48
1.07,-0.46
1.07,-0.44
1.07,-0.42
1.07,-0.4
1.07,-0.38
1.07,-0.36
1.07,-0.34
1.07,-0.32
1.07,-0.3
1.07,-0.28
1.07,-0.26
1.07,-0.24
1.07,-0.22
1.07,-0.2
1.07,-0.18
1.07,-0.16
1.07,-0.14
1.07,-0.12
1.07,-0.1
1.07,0.1
1.07,0.12
1.07,0.14
1.07,0.16
1.07,0.18
1.07,0.2
1.07,0.22
1.07,0.24
1.07,0.26
1.07,0.28
1.07,0.3
1.07,0.32
1.07,0.34
1.07,0.36
1.07,0.38
1.07,0.4
1.07,0.42
1.07,0.44
1.07,0.46
1.07,0.48
1.07,0.5
1.07,0.52
1.07,0.54
1.07,0.56
1.07,0.58
1.07,0.6
1.07,0.62
1.07,0.64
1.07,0.66
1.07,0.68
1.07,0.7
1.07,0.72
1.07,0.74
1.07,0.76
1.07,0.78
1.07,0.8
1.07,0.82
1.07,0.84
1.07,0.86
1.07,0.88
1.115,-0.9
1.115,-0.88
1.115,-0.86
1.115,-0.84
1.115,-0.82
1.115,-0.8
1.115,-0.78
1.115,-0.76
1.115,-0.74
1.115,-0.72
1.115,-0.7
1.115,-0.68
1.115,-0.66
1.115,-0.64
1.115,-0.62
1.115,-0.6
1.115,-0.58
1.115,-0.56
1.115,-0.54
1.115,-0.52
1.115,-0.5
1.115,-0.48
1.115,-0.46
1.115,-0.44
1.115,-0.42
1.115,-0.4
1.115,-0.38
1.115,-0.36
1.115,-0.34
1.115,-0.32
1.115,-0.3
1.115,-0.28
1.115,-0.26
1.115,-0.24
1.115,-0.22
1.115,-0.2
1.115,-0.18
1.115,-0.16
1.115,-0.14
1.115,-0.12
1.115,-0.1
1.115,0.1
1.115,0.12
1.115,0.14
1.115,0.16
1.115,0.18
1.115,0.2
1.115,0.22
1.115,0.24
1.115,0.26
1.115,0.28
1.115,0.3
1.115,0.32
1.115,0.34
1.115,0.36
1.115,0.38
1.115,0.4
1.115,0.42
1.115,0.44
1.115,0.46
1.115,0.48
1.115,0.5
1.115,0.52
1.115,0.54
1.115,0.56
1.115,0.58
1.115,0.6
1.115,0.62
1.115,0.64
1.115,0.66
1.115,0.68
1.115,0.7
1.115,0.72
1.115,0.74
1.115,0.76
1.115,0.78
1.115,0.8
1.115,0.82
1.115,0.84
1.115,0.86
1.115,0.88
1.16,-0.9
1.16,-0.88
1.16,-0.86
1.16,-0.84
1.16,-0.82
1.16,-0.8
1.16,-0.78
1.16,-0.76
1.16,-0.74
1.16,-0.72
1.16,-0.7
1.16,-0.68
1.16,-0.66
1.16,-0.64
1.16,-0.62
1.16,-0.6
1.16,-0.58
1.16,-0.56
1.16,-0.54
1.16,-0.52
1.16,-0.5
1.16,-0.48
1.16,-0.46
1.16,-0.44
1.16,-0.42
1.16,-0.4
1.16,-0.38
1.16,-0.36
1.16,-0.34
1.16,-0.32
1.16,-0.3
1.16,-0.28
1.16,-0.26
1.16,-0.24
1.16,-0.22
1.16,-0.2
1.16,-0.18
1.16,-0.16
1.16,-0.14
1.16,-0.12
1.16,-0.1
1.16,0.1
1.16,0.12
1.16,0.14
1.16,0.16
1.16,0.18
1.16,0.2
1.16,0.22
1.16,0.24
1.16,0.26
1.16,0.28
1.16,0.3
1.16,0.32
1.16,0.34
1.16,0.36
1.16,0.38
1.16,0.4
1.16,0.42
1.16,0.44
1.16,0.46
1.16,0.48
1.16,0.5
1.16,0.52
1.16,0.54
1.16,0.56
1.16,0.58
1.16,0.6
1.16,0.62
1.16,0.64
1.16,0.66
1.16,0.68
1.16,0.7
1.16,0.72
1.16,0.74
1.16,0.76
1.16,0.78
1.16,0.8
1.16,0.82
1.16,0.84
1.16,0.86
1.16,0.88
1.205,-0.9
1.205,-0.88
1.205,-0.86
1.205,-0.84
1.205,-0.82
1.205,-0.8
1.205,-0.78
1.205,-0.76
1.205,-0.74
1.205,-0.72
1.205,-0.7
1.205,-0.68
1.205,-0.66
1.205,-0.64
1.205,-0.62
1.205,-0.6
1.205,-0.58
1.205,-0.56
1.205,-0.54
1.205,-0.52
1.205,-0.5
1.205,-0.48
1.205,-0.46
1.205,-0.44
1.205,-0.42
1.205,-0.4
1.205,-0.38
1.205,-0.36
1.205,-0.34
1.205,-0.32
1.205,-0.3
1.205,-0.28
1.205,-0.26
1.205,-0.24
1.205,-0.22
1.205,-0.2
1.205,-0.18
1.205,-0.16
1.205,-0.14
1.205,-0.12
1.205,-0.1
1.205,0.1
1.205,0.12
1.205,0.14
1.205,0.16
1.205,0.18
1.205,0.2
1.205,0.22
1.205,0.24
1.205,0.26
1.205,0.28
1.205,0.3
1.205,0.32
1.205,0.34
1.205,0.36
1.205,0.38
1.205,0.4
1.205,0.42
1.205,0.44
1.205,0.46
1.205,0.48
1.205,0.5
1.205,0.52
1.205,0.54
1.205,0.56
1.205,0.58
1.205,0.6
1.205,0.62
1.205,0.64
1.205,0.66
1.205,0.68
1.205,0.7
1.205,0.72
1.205,0.74
1.205,0.76
1.205,0.78
1.205,0.8
1.205,0.82
1.205,0.84
1.205,0.86
1.205,0.88
1.25,-0.9
1.25,-0.88
1.25,-0.86
1.25,-0.84
1.25,-0.82
1.25,-0.8
1.25,-0.78
1.25,-0.76
1.25,-0.74
1.25,-0.72
1.25,-0.7
1.25,-0.68
1.25,-0.66
1.25,-0.64
1.25,-0.62
1.25,-0.6
1.25,-0.58
1.25,-0.56
1.25,-0.54
1.25,-0.52
1.25,-0.5
1.25,-0.48
1.25,-0.46
1.25,-0.44
1.25,-0.42
1.25,-0.4
1.25,-0.38
1.25,-0.36
1.25,-0.34
1.25,-0.32
1.25,-0.3
1.25,-0.28
1.25,-0.26
1.25,-0.24
1.25,-0.22
1.25,-0.2
1.25,-0.18
1.25,-0.16
1.25,-0.14
1.25,-0.12
1.25,-0.1
1.25,0.1
1.25,0.12
1.25,0.14
1.25,0.16
1.25,0.18
1.25,0.2
1.25,0.22
1.25,0.24
1.25,0.26
1.25,0.28
1.25,0.3
1.25,0.32
1.25,0.34
1.25,0.36
1.25,0.38
1.25,0.4
1.25,0.42
1.25,0.44
1.25,0.46
1.25,0.48
1.25,0.5
1.25,0.52
1.25,0.54
1.25,0.56
1.25,0.58
1.25,0.6
1.25,0.62
1.25,0.64
1.25,0.66
1.25,0.68
1.25,0.7
1.25,0.72
1.25,0.74
1.25,0.76
1.25,0.78
1.25,0.8
1.25,0.82
1.25,0.84
1.25,0.86
1.25,0.88
1.295,-0.9
1.295,-0.88
1.295,-0.86
1.295,-0.84
1.295,-0.82
1.295,-0.8
1.295,-0.78
1.295,-0.76
1.295,-0.74
1.295,-0.72
1.295,-0.7
1.295,-0.68
1.295,-0.66
1.295,-0.64
1.295,-0.62
1.295,-0.6
1.295,-0.58
1.295,-0.56
1.295,-0.54
1.295,-0.52
1.295,-0.5
1.295,-0.48
1.295,-0.46
1.295,-0.44
1.295,-0.42
1.295,-0.4
1.295,-0.38
1.295,-0.36
1.295,-0.34
1.295,-0.32
1.295,-0.3
1.295,-0.28
1.295,-0.26
1.295,-0.24
1.295,-0.22
1.295,-0.2
1.295,-0.18
1.295,-0.16
1.295,-0.14
1.295,-0.12
1.295,-0.1
1.295,0.1
1.295,0.12
1.295,0.14
1.295,0.16
1.295,0.18
1.295,0.2
1.295,0.22
1.295,0.24
1.295,0.26
1.295,0.28
1.295,0.3
1.295,0.32
1.295,0.34
1.295,0.36
1.295,0.38
1.295,0.4
1.295,0.42
1.295,0.44
1.295,0.46
1.295,0.48
1.295,0.5
1.295,0.52
1.295,0.54
1.295,0.56
1.295,0.58
1.295,0.6
1.295,0.62
1.295,0.64
1.295,0.66
1.295,0.68
1.295,0.7
1.295,0.72
1.295,0.74
1.295,0.76
1.295,0.78
1.295,0.8
1.295,0.82
1.295,0.84
1.295,0.86
1.295,0.88
1.34,-0.9
1.34,-0.88
1.34,-0.86
1.34,-0.84
1.34,-0.82
1.34,-0.8
1.34,-0.78
1.34,-0.76
1.34,-0.74
1.34,-0.72
1.34,-0.7
1.34,-0.68
1.34,-0.66
1.34,-0.64
1.34,-0.62
1.34,-0.6
1.34,-0.58
1.34,-0.56
1.34,-0.54
1.34,-0.52
1.34,-0.5
1.34,-0.48
1.34,-0.46
1.34,-0.44
1.34,-0.42
1.34,-0.4
1.34,-0.38
1.34,-0.36
1.34,-0.34
1.34,-0.32
1.34,-0.3
1.34,-0.28
1.34,-0.26
1.34,-0.24
1.34,-0.22
1.34,-0.2
1.34,-0.18
1.34,-0.16
1.34,-0.14
1.34,-0.12
1.34,-0.1
1.34,0.1
1.34,0.12
1.34,0.14
1.34,0.16
1.34,0.18
1.34,0.2
1.34,0.22
1.34,0.24
1.34,0.26
1.34,0.28
1.34,0.3
1.34,0.32
1.34,0.34
1.34,0.36
1.34,0.38
1.34,0.4
1.34,0.42
1.34,0.44
1.34,0.46
1.34,0.48
1.34,0.5
1.34,0.52
1.34,0.54
1.34,0.56
1.34,0.58
1.34,0.6
1.34,0.62
1.34,0.64
1.34,0.66
1.34,0.68
1.34,0.7
1.34,0.72
1.34,0.74
1.34,0.76
1.34,0.78
1.34,0.8
1.34,0.82
1.34,0.84
1.34,0.86
1.34,0.88
1.385,-0.9
1.385,-0.88
1.385,-0.86
1.385,-0.84
1.385,-0.82
1.385,-0.8
1.385,-0.78
1.385,-0.76
1.385,-0.74
1.385,-0.72
1.385,-0.7
1.385,-0.68
1.385,-0.66
1.385,-0.64
1.385,-0.62
1.385,-0.6
1.385,-0.58
1.385,-0.56
1.385,-0.54
1.385,-0.52
1.385,-0.5
1.385,-0.48
1.385,-0.46
1.385,-0.44
1.385,-0.42
1.385,-0.4
1.385,-0.38
1.385,-0.36
1.385,-0.34
1.385,-0.32
1.385,-0.3
1.385,-0.28
1.385,-0.26
1.385,-0.24
1.385,-0.22
1.385,-0.2
1.385,-0.18
1.385,-0.16
1.385,-0.14
1.385,-0.12
1.385,-0.1
1.385,0.1
1.385,0.12
1.385,0.14
1.385,0.16
1.385,0.18
1.385,0.2
1.385,0.22
1.385,0.24
1.385,0.26
1.385,0.28
1.385,0.3
1.385,0.32
1.385,0.34
1.385,0.36
1.385,0.38
1.385,0.4
1.385,0.42
1.385,0.44
1.385,0.46
1.385,0.48
1.385,0.5
1.385,0.52
1.385,0.54
1.385,0.56
1.385,0.58
1.385,0.6
1.385,0.62
1.385,0.64
1.385,0.66
1.385,0.68
1.385,0.7
1.385,0.72
1.385,0.74
1.385,0.76
1.385,0.78
1.385,0.8
1.385,0.82
1.385,0.84
1.385,0.86
1.385,0.88
1.43,-0.9
1.43,-0.88
1.43,-0.86
1.43,-0.84
1.43,-0.82
1.43,-0.8
1.43,-0.78
1.43,-0.76
1.43,-0.74
1.43,-0.72
1.43,-0.7
1.43,-0.68
1.43,-0.66
1.43,-0.64
1.43,-0.62
1.43,-0.6
1.43,-0.58
1.43,-0.56
1.43,-0.54
1.43,-0.52
1.43,-0.5
1.43,-0.48
1.43,-0.46
1.43,-0.44
1.43,-0.42
1.43,-0.4
1.43,-0.38
1.43,-0.36
1.43,-0.34
1.43,-0.32
1.43,-0.3
1.43,-0.28
1.43,-0.26
1.43,-0.24
1.43,-0.22
1.43,-0.2
1.43,-0.18
1.43,-0.16
1.43,-0.14
1.43,-0.12
1.43,-0.1
1.43,0.1
1.43,0.12
1.43,0.14
1.43,0.16
1.43,0.18
1.43,0.2
1.43,0.22
1.43,0.24
1.43,0.26
1.43,0.28
1.43,0.3
1.43,0.32
1.43,0.34
1.43,0.36
1.43,0.38
1.43,0.4
1.43,0.42
1.43,0.44
1.43,0.46
1.43,0.48
1.43,0.5
1.43,0.52
1.43,0.54
1.43,0.56
1.43,0.58
1.43,0.6
1.43,0.62
1.43,0.64
1.43,0.66
1.43,0.68
1.43,0.7
1.43,0.72
1.43,0.74
1.43,0.76
1.43,0.78
1.43,0.8
1.43,0.82
1.43,0.84
1.43,0.86
1.43,0.88
1.475,-0.9
1.475,-0.88
1.475,-0.86
1.475,-0.84
1.475,-0.82
1.475,-0.8
1.475,-0.78
1.475,-0.76
1.475,-0.74
1.475,-0.72
1.475,-0.7
1.475,-0.68
1.475,-0.66
1.475,-0.64
1.475,-0.62
1.475,-0.6
1.475,-0.58
1.475,-0.56
1.475,-0.54
1.475,-0.52
1.475,-0.5
1.475,-0.48
1.475,-0.46
1.475,-0.44
1.475,-0.42
1.475,-0.4
1.475,-0.38
1.475,-0.36
1.475,-0.34
1.475,-0.32
1.475,-0.3
1.475,-0.28
1.475,-0.26
1.475,-0.24
1.475,-0.22
1.475,-0.2
1.475,-0.18
1.475,-0.16
1.475,-0.14
1.475,-0.12
1.475,-0.1
1.475,0.1
1.475,0.12
1.475,0.14
1.475,0.16
1.475,0.18
1.475,0.2
1.475,0.22
1.475,0.24
1.475,0.26
1.475,0.28
1.475,0.3
1.475,0.32
1.475,0.34
1.475,0.36
1.475,0.38
1.475,0.4
1.475,0.42
1.475,0.44
1.475,0.46
1.475,0.48
1.475,0.5
1.475,0.52
1.475,0.54
1.475,0.56
1.475,0.58
1.475,0.6
1.475,0.62
1.475,0.64
1.475,0.66
1.475,0.68
1.475,0.7
1.475,0.72
1.475,0.74
1.475,0.76
1.475,0.78
1.475,0.8
1.475,0.82
1.475,0.84
1.475,0.86
1.475,0.88
1.52,-0.9
1.52,-0.88
1.52,-0.86
1.52,-0.84
1.52,-0.82
1.52,-0.8
1.52,-0.78
1.52,-0.76
1.52,-0.74
1.52,-0.72
1.52,-0.7
1.52,-0.68
1.52,-0.66
1.52,-0.64
1.52,-0.62
1.52,-0.6
1.52,-0.58
1.52,-0.56
1.52,-0.54
1.52,-0.52
1.52,-0.5
1.52,-0.48
1.52,-0.46
1.52,-0.44
1.52,-0.42
1.52,-0.4
1.52,-0.38
1.52,-0.36
1.52,-0.34
1.52,-0.32
1.52,-0.3
1.52,-0.28
1.52,-0.26
1.52,-0.24
1.52,-0.22
1.52,-0.2
1.52,-0.18
1.52,-0.16
1.52,-0.14
1.52,-0.12
1.52,-0.1
1.52,0.1
1.52,0.12
1.52,0.14
1.52,0.16
1.52,0.18
1.52,0.2
1.52,0.22
1.52,0.24
1.52,0.26
1.52,0.28
1.52,0.3
1.52,0.32
1.52,0.34
1.52,0.36
1.52,0.38
1.52,0.4
1.52,0.42
1.52,0.44
1.52,0.46
1.52,0.48
1.52,0.5
1.52,0.52
1.52,0.54
1.52,0.56
1.52,0.58
1.52,0.6
1.52,0.62
1.52,0.64
1.52,0.66
1.52,0.68
1.52,0.7
1.52,0.72
1.52,0.74
1.52,0.76
1.52,0.78
1.52,0.8
1.52,0.82
1.52,0.84
1.52,0.86
1.52,0.88
1.565,-0.9
1.565,-0.88
1.565,-0.86
1.565,-0.84
1.565,-0.82
1.565,-0.8
1.565,-0.78
1.565,-0.76
1.565,-0.74
1.565,-0.72
1.565,-0.7
1.565,-0.68
1.565,-0.66
1.565,-0.64
1.565,-0.62
1.565,-0.6
1.565,-0.58
1.565,-0.56
1.565,-0.54
1.565,-0.52
1.565,-0.5
1.565,-0.48
1.565,-0.46
1.565,-0.44
1.565,-0.42
1.565,-0.4
1.565,-0.38
1.565,-0.36
1.565,-0.34
1.565,-0.32
1.565,-0.3
1.565,-0.28
1.565,-0.26
1.565,-0.24
1.565,-0.22
1.565,-0.2
1.565,-0.18
1.565,-0.16
1.565,-0.14
1.565,-0.12
1.565,-0.1
1.565,0.1
1.565,0.12
1.565,0.14
1.565,0.16
1.565,0.18
1.565,0.2
1.565,0.22
1.565,0.24
1.565,0.26
1.565,0.28
1.565,0.3
1.565,0.32
1.565,0.34
1.565,0.36
1.565,0.38
1.565,0.4
1.565,0.42
1.565,0.44
1.565,0.46
1.565,0.48
1.565,0.5
1.565,0.52
1.565,0.54
1.565,0.56
1.565,0.58
1.565,0.6
1.565,0.62
1.565,0.64
1.565,0.66
1.565,0.68
1.565,0.7
1.565,0.72
1.565,0.74
1.565,0.76
1.565,0.78
1.565,0.8
1.565,0.82
1.565,0.84
1.565,0.86
1.565,0.88
1.61,-0.9
1.61,-0.88
1.61,-0.86
1.61,-0.84
1.61,-0.82
1.61,-0.8
1.61,-0.78
1.61,-0.76
1.61,-0.74
1.61,-0.72
1.61,-0.7
1.61,-0.68
1.61,-0.66
1.61,-0.64
1.61,-0.62
1.61,-0.6
1.61,-0.58
1.61,-0.56
1.61,-0.54
1.61,-0.52
1.61,-0.5
1.61,-0.48
1.61,-0.46
1.61,-0.44
1.61,-0.42
1.61,-0.4
1.61,-0.38
1.61,-0.36
1.61,-0.34
1.61,-0.32
1.61,-0.3
1.61,-0.28
1.61,-0.26
1.61,-0.24
1.61,-0.22
1.61,-0.2
1.61,-0.18
1.61,-0.16
1.61,-0.14
1.61,-0.12
1.61,-0.1
1.61,0.1
1.61,0.12
1.61,0.14
1.61,0.16
1.61,0.18
1.61,0.2
1.61,0.22
1.61,0.24
1.61,0.26
1.61,0.28
1.61,0.3
1.61,0.32
1.61,0.34
1.61,0.36
1.61,0.38
1.61,0.4
1.61,0.42
1.61,0.44
1.61,0.46
1.61,0.48
1.61,0.5
1.61,0.52
1.61,0.54
1.61,0.56
1.61,0.58
1.61,0.6
1.61,0.62
1.61,0.64
1.61,0.66
1.61,0.68
1.61,0.7
1.61,0.72
1.61,0.74
1.61,0.76
1.61,0.78
1.61,0.8
1.61,0.82
1.61,0.84
1.61,0.86
1.61,0.88
1.655,-0.9
1.655,-0.88
1.655,-0.86
1.655,-0.84
1.655,-0.82
1.655,-0.8
1.655,-0.78
1.655,-0.76
1.655,-0.74
1.655,-0.72
1.655,-0.7
1.655,-0.68
1.655,-0.66
1.655,-0.64
1.655,-0.62
1.655,-0.6
1.655,-0.58
1.655,-0.56
1.655,-0.54
1.655,-0.52
1.655,-0.5
1.655,-0.48
1.655,-0.46
1.655,-0.44
1.655,-0.42
1.655,-0.4
1.655,-0.38
1.655,-0.36
1.655,-0.34
1.655,-0.32
1.655,-0.3
1.655,-0.28
1.655,-0.26
1.655,-0.24
1.655,-0.22
1.655,-0.2
1.655,-0.18
1.655,-0.16
1.655,-0.14
1.655,-0.12
1.655,-0.1
1.655,0.1
1.655,0.12
1.655,0.14
1.655,0.16
1.655,0.18
1.655,0.2
1.655,0.22
1.655,0.24
1.655,0.26
1.655,0.28
1.655,0.3
1.655,0.32
1.655,0.34
1.655,0.36
1.655,0.38
1.655,0.4
1.655,0.42
1.655,0.44
1.655,0.46
1.655,0.48
1.655,0.5
1.655,0.52
1.655,0.54
1.655,0.56
1.655,0.58
1.655,0.6
1.655,0.62
1.655,0.64
1.655,0.66
1.655,0.68
1.655,0.7
1.655,0.72
1.655,0.74
1.655,0.76
1.655,0.78
1.655,0.8
1.655,0.82
1.655,0.84
1.655,0.86
1.655,0.88
1.7,-0.9
1.7,-0.88
1.7,-0.86
1.7,-0.84
1.7,-0.82
1.7,-0.8
1.7,-0.78
1.7,-0.76
1.7,-0.74
1.7,-0.72
1.7,-0.7
1.7,-0.68
1.7,-0.66
1.7,-0.64
1.7,-0.62
1.7,-0.6
1.7,-0.58
1.7,-0.56
1.7,-0.54
1.7,-0.52
1.7,-0.5
1.7,-0.48
1.7,-0.46
1.7,-0.44
1.7,-0.42
1.7,-0.4
1.7,-0.38
1.7,-0.36
1.7,-0.34
1.7,-0.32
1.7,-0.3
1.7,-0.28
1.7,-0.26
1.7,-0.24
1.7,-0.22
1.7,-0.2
1.7,-0.18
1.7,-0.16
1.7,-0.14
1.7,-0.12
1.7,-0.1
1.7,0.1
1.7,0.12
1.7,0.14
1.7,0.16
1.7,0.18
1.7,0.2
1.7,0.22
1.7,0.24
1.7,0.26
1.7,0.28
1.7,0.3
1.7,0.32
1.7,0.34
1.7,0.36
1.7,0.38
1.7,0.4
1.7,0.42
1.7,0.44
1.7,0.46
1.7,0.48
1.7,0.5
1.7,0.52
1.7,0.54
1.7,0.56
1.7,0.58
1.7,0.6
1.7,0.62
1.7,0.64
1.7,0.66
1.7,0.68
1.7,0.7
1.7,0.72
1.7,0.74
1.7,0.76
1.7,0.78
1.7,0.8
1.7,0.82
1.7,0.84
1.7,0.86
1.7,0.88
1.745,-0.9
1.745,-0.88
1.745,-0.86
1.745,-0.84
1.745,-0.82
1.745,-0.8
1.745,-0.78
1.745,-0.76
1.745,-0.74
1.745,-0.72
1.745,-0.7
1.745,-0.68
1.745,-0.66
1.745,-0.64
1.745,-0.62
1.745,-0.6
1.745,-0.58
1.745,-0.56
1.745,-0.54
1.745,-0.52
1.745,-0.5
1.745,-0.48
1.745,-0.46
1.745,-0.44
1.745,-0.42
1.745,-0.4
1.745,-0.38
1.745,-0.36
1.745,-0.34
1.745,-0.32
1.745,-0.3
1.745,-0.28
1.745,-0.26
1.745,-0.24
1.745,-0.22
1.745,-0.2
1.745,-0.18
1.745,-0.16
1.745,-0.14
1.745,-0.12
1.745,-0.1
1.745,0.1
1.745,0.12
1.745,0.14
1.745,0.16
1.745,0.18
1.745,0.2
1.745,0.22
1.745,0.24
1.745,0.26
1.745,0.28
1.745,0.3
1.745,0.32
1.745,0.34
1.745,0.36
1.745,0.38
1.745,0.4
1.745,0.42
1.745,0.44
1.745,0.46
1.745,0.48
1.745,0.5
1.745,0.52
1.745,0.54
1.745,0.56
1.745,0.58
1.745,0.6
1.745,0.62
1.745,0.64
1.745,0.66
1.745,0.68
1.745,0.7
1.745,0.72
1.745,0.74
1.745,0.76
1.745,0.78
1.745,0.8
1.745,0.82
1.745,0.84
1.745,0.86
1.745,0.88
1.79,-0.9
1.79,-0.88
1.79,-0.86
1.79,-0.84
1.79,-0.82
1.79,-0.8
1.79,-0.78
1.79,-0.76
1.79,-0.74
1.79,-0.72
1.79,-0.7
1.79,-0.68
1.79,-0.66
1.79,-0.64
1.79,-0.62
1.79,-0.6
1.79,-0.58
1.79,-0.56
1.79,-0.54
1.79,-0.52
1.79,-0.5
1.79,-0.48
1.79,-0.46
1.79,-0.44
1.79,-0.42
1.79,-0.4
1.79,-0.38
1.79,-0.36
1.79,-0.34
1.79,-0.32
1.79,-0.3
1.79,-0.28
1.79,-0.26
1.79,-0.24
1.79,-0.22
1.79,-0.2
1.79,-0.18
1.79,-0.16
1.79,-0.14
1.79,-0.12
1.79,-0.1
1.79,0.1
1.79,0.12
1.79,0.14
1.79,0.16
1.79,0.18
1.79,0.2
1.79,0.22
1.79,0.24
1.79,0.26
1.79,0.28
1.79,0.3
1.79,0.32
1.79,0.34
1.79,0.36
1.79,0.38
1.79,0.4
1.79,0.42
1.79,0.44
1.79,0.46
1.79,0.48
1.79,0.5
1.79,0.52
1.79,0.54
1.79,0.56
1.79,0.58
1.79,0.6
1.79,0.62
1.79,0.64
1.79,0.66
1.79,0.68
1.79,0.7
1.79,0.72
1.79,0.74
1.79,0.76
1.79,0.78
1.79,0.8
1.79,0.82
1.79,0.84
1.79,0.86
1.79,0.88
1.835,-0.9
1.835,-0.88
